title,content_rating,budget,gross,imdb_score,facenumber_in_poster,num_critic_for_reviews,num_voted_users,num_user_for_reviews,movie_facebook_likes,cast_total_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,director_facebook_likes,genre,actors,year,revenue_millions,runtime_minutes,rating,votes
Rio,G,90000000.0,143618384.0,7.0,0.0,240.0,165333,186.0,19000,12071,11000.0,560.0,350.0,107.0,"Animation,Adventure,Comedy","Jesse Eisenberg, Anne Hathaway, George Lopez,Karen Disher",2011,143.62,96,6.9,173919
Conan the Barbarian,R,20000000.0,37567440.0,6.9,0.0,166.0,113065,337.0,0,2024,919.0,691.0,183.0,468.0,"Action,Adventure,Fantasy","Jason Momoa, Ron Perlman, Rose McGowan,Stephen Lang",2011,21.27,113,5.2,84893
Conan the Barbarian,R,20000000.0,37567440.0,6.9,0.0,166.0,113068,337.0,0,2024,919.0,691.0,183.0,468.0,"Action,Adventure,Fantasy","Jason Momoa, Ron Perlman, Rose McGowan,Stephen Lang",2011,21.27,113,5.2,84893
Happy Feet,PG,100000000.0,197992827.0,6.5,0.0,206.0,132501,548.0,0,70996,49000.0,20000.0,971.0,750.0,"Animation,Comedy,Family","Elijah Wood, Brittany Murphy, Hugh Jackman, Robin Williams",2006,197.99,108,6.5,141141
The Three Musketeers,PG-13,75000000.0,20315324.0,5.8,8.0,228.0,88542,254.0,19000,27694,14000.0,8000.0,5000.0,545.0,"Action,Adventure,Romance","Logan Lerman, Matthew Macfadyen, Ray Stevenson, Milla Jovovich",2011,20.32,110,5.8,92329
Enchanted,PG,85000000.0,127706877.0,7.1,2.0,222.0,142496,399.0,0,662,283.0,142.0,118.0,36.0,"Animation,Comedy,Family","Amy Adams, Susan Sarandon, James Marsden, Patrick Dempsey",2007,127.71,107,7.1,150353
Ocean's Thirteen,PG-13,85000000.0,117144465.0,6.9,3.0,238.0,256928,288.0,0,43499,14000.0,13000.0,11000.0,0.0,"Crime,Thriller","George Clooney, Brad Pitt, Matt Damon,Michael Mantell",2007,117.14,122,6.9,269581
Divergent,PG-13,85000000.0,150832203.0,6.7,2.0,459.0,341058,713.0,49000,22226,14000.0,5000.0,1000.0,168.0,"Adventure,Mystery,Sci-Fi","Shailene Woodley, Theo James, Kate Winslet, Jai Courtney",2014,150.83,139,6.7,362093
The Fast and the Furious: Tokyo Drift,PG-13,85000000.0,62494975.0,6.0,5.0,158.0,179500,378.0,0,1235,584.0,227.0,159.0,681.0,"Action,Crime,Thriller","Lucas Black, Zachery Ty Bryan, Shad Moss, Damien Marzette",2006,62.49,104,6.0,193479
Scott Pilgrim vs. the World,PG-13,60000000.0,31494270.0,7.5,0.0,393.0,273921,522.0,36000,12687,10000.0,1000.0,719.0,1000.0,"Action,Comedy,Fantasy","Michael Cera, Mary Elizabeth Winstead, Kieran Culkin, Alison Pill",2010,31.49,112,7.5,291457
Dredd,R,35000000.0,13401683.0,7.1,0.0,432.0,203458,588.0,46000,578,409.0,107.0,20.0,38.0,"Action,Sci-Fi","Karl Urban, Olivia Thirlby, Lena Headey, Rachel Wood",2012,13.4,95,7.1,213764
Dredd,R,35000000.0,13401683.0,7.1,0.0,432.0,203461,588.0,46000,578,409.0,107.0,20.0,38.0,"Action,Sci-Fi","Karl Urban, Olivia Thirlby, Lena Headey, Rachel Wood",2012,13.4,95,7.1,213764
Jumper,PG-13,85000000.0,80170146.0,6.1,0.0,238.0,243053,488.0,0,21863,17000.0,4000.0,521.0,218.0,"Action,Adventure,Sci-Fi","Hayden Christensen, Samuel L. Jackson, Jamie Bell,Rachel Bilson",2008,80.17,88,6.1,252503
Hellboy II: The Golden Army,PG-13,85000000.0,75754670.0,7.0,0.0,345.0,208422,342.0,3000,3632,3000.0,169.0,160.0,0.0,"Action,Adventure,Fantasy","Ron Perlman, Selma Blair, Doug Jones, John Alexander",2008,75.75,120,7.0,216932
Zodiac,R,65000000.0,33048353.0,7.7,0.0,377.0,301279,589.0,12000,36928,21000.0,15000.0,495.0,21000.0,"Crime,Drama,History","Jake Gyllenhaal, Robert Downey Jr., Mark Ruffalo,Anthony Edwards",2007,33.05,157,7.7,329683
The Expendables,R,80000000.0,102981571.0,6.5,9.0,424.0,270226,741.0,57000,46355,26000.0,13000.0,5000.0,13000.0,"Action,Adventure,Thriller","Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren",2010,102.98,103,6.5,283282
The Hunger Games,PG-13,78000000.0,407999255.0,7.3,0.0,673.0,701607,1959.0,140000,49942,34000.0,14000.0,575.0,378.0,"Adventure,Sci-Fi,Thriller","Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth,Stanley Tucci",2012,408.0,142,7.2,735604
Grown Ups 2,PG-13,80000000.0,133668525.0,5.4,4.0,139.0,107817,255.0,14000,39269,12000.0,11000.0,11000.0,221.0,Comedy,"Adam Sandler, Kevin James, Chris Rock, David Spade",2013,133.67,101,5.4,114482
Shutter Island,R,80000000.0,127968405.0,8.1,0.0,490.0,786092,964.0,53000,29585,29000.0,223.0,163.0,17000.0,"Mystery,Thriller","Leonardo DiCaprio, Emily Mortimer, Mark Ruffalo,Ben Kingsley",2010,127.97,138,8.1,855604
Just Go with It,PG-13,80000000.0,103028109.0,6.4,1.0,204.0,172878,203.0,19000,16325,11000.0,3000.0,503.0,221.0,"Comedy,Romance","Adam Sandler, Jennifer Aniston, Brooklyn Decker,Nicole Kidman",2011,103.03,117,6.4,182069
Eagle Eye,PG-13,80000000.0,101111837.0,6.6,3.0,215.0,150764,318.0,0,5637,3000.0,982.0,915.0,154.0,"Action,Mystery,Thriller","Shia LaBeouf, Michelle Monaghan, Rosario Dawson,Michael Chiklis",2008,101.11,118,6.6,156158
The Book of Eli,R,80000000.0,94822707.0,6.9,0.0,325.0,227072,560.0,20000,44797,18000.0,15000.0,10000.0,117.0,"Action,Adventure,Drama","Denzel Washington, Mila Kunis, Ray Stevenson, Gary Oldman",2010,94.82,118,6.9,241359
Fury,R,68000000.0,85707116.0,7.6,4.0,406.0,303185,701.0,82000,20411,11000.0,8000.0,697.0,452.0,"Action,Drama,War","Brad Pitt, Shia LaBeouf, Logan Lerman, Michael Peña",2014,85.71,134,7.6,332234
Hotel Transylvania 2,PG,80000000.0,169692572.0,6.7,0.0,152.0,56501,97.0,16000,26839,12000.0,11000.0,859.0,266.0,"Animation,Comedy,Family","Adam Sandler, Andy Samberg, Selena Gomez, Kevin James",2015,169.69,89,6.7,69157
The Last Witch Hunter,PG-13,90000000.0,27356090.0,6.0,0.0,202.0,58752,117.0,21000,16922,14000.0,788.0,612.0,42.0,"Action,Adventure,Fantasy","Vin Diesel, Rose Leslie, Elijah Wood, Ólafur Darri Ólafsson",2015,27.36,106,6.0,71149
Pompeii,PG-13,80000000.0,23219748.0,5.6,0.0,272.0,84508,308.0,20000,1099,795.0,172.0,74.0,545.0,"Action,Adventure,Drama","Kit Harington, Emily Browning, Kiefer Sutherland, Adewale Akinnuoye-Agbaje",2014,23.22,105,5.5,90188
The Secret Life of Pets,PG,75000000.0,323505540.0,6.8,0.0,165.0,24407,155.0,36000,4782,1000.0,904.0,745.0,11.0,"Animation,Adventure,Comedy","Louis C.K., Eric Stonestreet, Kevin Hart, Lake Bell",2016,368.31,87,6.6,120259
Despicable Me 2,PG,76000000.0,368049635.0,7.5,0.0,306.0,286877,284.0,56000,11905,7000.0,2000.0,1000.0,275.0,"Animation,Adventure,Comedy","Steve Carell, Kristen Wiig, Benjamin Bratt, Miranda Cosgrove",2013,368.05,98,7.4,304837
Children of Men,R,76000000.0,35286428.0,7.9,0.0,372.0,361767,1206.0,17000,16479,16000.0,430.0,18.0,0.0,"Drama,Sci-Fi,Thriller","Julianne Moore, Clive Owen, Chiwetel Ejiofor,Michael Caine",2006,35.29,109,7.9,382910
Wanted,R,75000000.0,134568845.0,6.7,0.0,316.0,299852,713.0,0,25763,11000.0,11000.0,988.0,335.0,"Action,Crime,Fantasy","Angelina Jolie, James McAvoy, Morgan Freeman, Terence Stamp",2008,134.57,110,6.7,312495
Hairspray,PG,75000000.0,118823091.0,6.7,9.0,219.0,98693,401.0,0,1673,719.0,339.0,260.0,163.0,"Comedy,Drama,Family","John Travolta, Queen Latifah, Nikki Blonsky,Michelle Pfeiffer",2007,118.82,117,6.7,102954
Now You See Me,PG-13,75000000.0,117698894.0,7.3,6.0,384.0,447979,629.0,105000,13312,11000.0,988.0,963.0,255.0,"Crime,Mystery,Thriller","Jesse Eisenberg, Common, Mark Ruffalo, Woody Harrelson",2013,117.7,115,7.3,492324
Grown Ups,PG-13,80000000.0,162001186.0,6.0,4.0,179.0,181443,311.0,12000,28497,12000.0,11000.0,4000.0,221.0,Comedy,"Adam Sandler, Salma Hayek, Kevin James, Chris Rock",2010,162.0,102,6.0,190385
The Man from U.N.C.L.E.,PG-13,75000000.0,45434443.0,7.3,2.0,362.0,175960,360.0,43000,15735,15000.0,509.0,104.0,0.0,"Action,Adventure,Comedy","Henry Cavill, Armie Hammer, Alicia Vikander, Elizabeth Debicki",2015,45.43,116,7.3,202973
Immortals,R,75000000.0,83503161.0,6.1,1.0,284.0,138190,405.0,30000,16691,15000.0,1000.0,222.0,763.0,"Action,Drama,Fantasy","Henry Cavill, Mickey Rourke, John Hurt, Stephen Dorff",2011,83.5,110,6.0,142900
Minions,PG,74000000.0,336029560.0,6.4,0.0,308.0,142403,275.0,70000,13616,7000.0,4000.0,1000.0,22.0,"Animation,Action,Adventure","Sandra Bullock, Jon Hamm, Michael Keaton, Pierre Coffin",2015,336.03,91,6.4,159830
Sucker Punch,PG-13,82000000.0,36381716.0,6.1,4.0,435.0,197584,918.0,42000,7067,4000.0,2000.0,826.0,0.0,"Action,Fantasy","Emily Browning, Vanessa Hudgens, Abbie Cornish,Jena Malone",2011,36.38,110,6.1,204874
Fool's Gold,PG-13,70000000.0,70224196.0,5.6,0.0,176.0,59352,138.0,0,13827,11000.0,1000.0,715.0,72.0,"Action,Adventure,Comedy","Matthew McConaughey, Kate Hudson, Donald Sutherland, Alexis Dziena",2008,70.22,112,5.7,62719
Talladega Nights: The Ballad of Ricky Bobby,PG-13,73000000.0,148213377.0,6.6,5.0,164.0,130776,437.0,0,12410,8000.0,1000.0,989.0,285.0,"Action,Comedy,Sport","Will Ferrell, John C. Reilly, Sacha Baron Cohen, Gary Cole",2006,148.21,108,6.6,137502
Cars,G,120000000.0,244052771.0,7.2,0.0,256.0,263853,584.0,0,4905,1000.0,843.0,769.0,487.0,"Animation,Adventure,Comedy","Owen Wilson, Bonnie Hunt, Paul Newman, Larry the Cable Guy",2006,244.05,117,7.1,283445
Inglourious Basterds,R,75000000.0,120523073.0,8.3,1.0,486.0,885175,1527.0,42000,36741,13000.0,11000.0,11000.0,16000.0,"Adventure,Drama,War","Brad Pitt, Diane Kruger, Eli Roth,Mélanie Laurent",2009,120.52,153,8.3,959065
Lady in the Water,PG-13,70000000.0,42272747.0,5.6,1.0,284.0,78635,1040.0,0,5609,3000.0,579.0,559.0,0.0,"Drama,Fantasy,Mystery","Paul Giamatti, Bryce Dallas Howard, Jeffrey Wright, Bob Balaban",2006,42.27,110,5.6,82701
Olympus Has Fallen,R,70000000.0,98895417.0,6.5,3.0,358.0,203154,698.0,45000,31782,18000.0,11000.0,992.0,845.0,"Action,Thriller","Gerard Butler, Aaron Eckhart, Morgan Freeman,Angela Bassett",2013,98.9,119,6.5,214994
Dracula Untold,PG-13,70000000.0,55942830.0,6.3,1.0,261.0,138582,423.0,37000,5178,3000.0,692.0,423.0,28.0,"Action,Drama,Fantasy","Luke Evans, Dominic Cooper, Sarah Gadon, Art Parkinson",2014,55.94,92,6.3,148504
Stardust,PG-13,70000000.0,38345403.0,7.7,8.0,228.0,212085,492.0,15000,16034,15000.0,588.0,271.0,905.0,"Adventure,Family,Fantasy","Charlie Cox, Claire Danes, Sienna Miller, Ian McKellen",2007,38.35,127,7.7,220664
Rock of Ages,PG-13,75000000.0,38509342.0,5.9,7.0,360.0,61995,356.0,33000,712,394.0,217.0,66.0,163.0,"Comedy,Drama,Musical","Julianne Hough, Diego Boneta, Tom Cruise, Alec Baldwin",2012,38.51,123,5.9,64513
Blackhat,R,70000000.0,7097125.0,5.4,1.0,261.0,38983,207.0,11000,28129,26000.0,326.0,301.0,0.0,"Crime,Drama,Mystery","Chris Hemsworth, Viola Davis, Wei Tang, Leehom Wang",2015,7.1,133,5.4,43085
Escape Plan,R,50000000.0,25121291.0,6.7,1.0,286.0,177653,279.0,34000,15708,13000.0,1000.0,585.0,101.0,"Action,Crime,Mystery","Sylvester Stallone, Arnold Schwarzenegger, 50 Cent, Vincent D'Onofrio",2013,25.12,115,6.7,188004
The Twilight Saga: Eclipse,PG-13,68000000.0,300523113.0,4.9,3.0,293.0,184637,498.0,29000,52547,21000.0,17000.0,10000.0,171.0,"Adventure,Drama,Fantasy","Kristen Stewart, Robert Pattinson, Taylor Lautner,Xavier Samuel",2010,300.52,124,4.9,192740
Despicable Me,PG,69000000.0,251501645.0,7.7,0.0,304.0,385943,296.0,31000,11608,7000.0,2000.0,975.0,275.0,"Animation,Adventure,Comedy","Steve Carell, Jason Segel, Russell Brand, Julie Andrews",2010,251.5,95,7.7,410607
Ted 2,R,68000000.0,81257500.0,6.4,0.0,280.0,117739,229.0,30000,30010,14000.0,11000.0,3000.0,3000.0,"Adventure,Comedy,Romance","Mark Wahlberg, Seth MacFarlane, Amanda Seyfried, Jessica Barth",2015,81.26,115,6.3,136323
Body of Lies,R,70000000.0,39380442.0,7.1,1.0,238.0,174248,263.0,0,29824,29000.0,149.0,135.0,0.0,"Action,Drama,Romance","Leonardo DiCaprio, Russell Crowe, Mark Strong,Golshifteh Farahani",2008,39.38,128,7.1,182305
Need for Speed,PG-13,66000000.0,43568507.0,6.5,1.0,327.0,136954,346.0,32000,7081,3000.0,3000.0,464.0,76.0,"Action,Crime,Drama","Aaron Paul, Dominic Cooper, Imogen Poots, Scott Mescudi",2014,43.57,132,6.5,143389
Lincoln,PG-13,65000000.0,182204440.0,7.4,0.0,538.0,197412,720.0,71000,25517,23000.0,826.0,655.0,14000.0,"Biography,Drama,History","Daniel Day-Lewis, Sally Field, David Strathairn,Joseph Gordon-Levitt",2012,182.2,150,7.4,207497
Les Misérables,PG-13,61000000.0,148775460.0,7.6,1.0,488.0,243834,845.0,144000,46204,20000.0,13000.0,11000.0,0.0,"Drama,Musical,Romance","Hugh Jackman, Russell Crowe, Anne Hathaway,Amanda Seyfried",2012,148.78,158,7.6,257426
Step Brothers,R,65000000.0,100468793.0,6.9,2.0,173.0,212499,277.0,0,11264,8000.0,3000.0,105.0,285.0,Comedy,"Will Ferrell, John C. Reilly, Mary Steenburgen,Richard Jenkins",2008,100.47,98,6.9,223065
Unbroken,PG-13,65000000.0,115603980.0,7.2,0.0,322.0,103589,351.0,35000,2938,769.0,698.0,465.0,11000.0,"Biography,Drama,Sport","Jack O'Connell, Miyavi, Domhnall Gleeson, Garrett Hedlund",2014,115.6,137,7.2,114006
Unbroken,PG-13,65000000.0,115603980.0,7.2,0.0,322.0,103589,351.0,35000,2938,769.0,698.0,465.0,11000.0,"Biography,Drama,Sport","Jack O'Connell, Miyavi, Domhnall Gleeson, Garrett Hedlund",2014,115.6,137,7.2,114006
The Dictator,R,65000000.0,59617068.0,6.4,0.0,313.0,213863,310.0,59000,1375,600.0,346.0,174.0,119.0,Comedy,"Sacha Baron Cohen, Anna Faris, John C. Reilly, Ben Kingsley",2012,59.62,83,6.4,225394
Annie,PG,65000000.0,85911262.0,5.2,6.0,176.0,24735,213.0,16000,4796,2000.0,1000.0,929.0,87.0,"Comedy,Drama,Family","Quvenzhané Wallis, Cameron Diaz, Jamie Foxx, Rose Byrne",2014,85.91,118,5.3,27312
Focus,R,50100000.0,53846915.0,6.6,0.0,279.0,149337,221.0,23000,11943,10000.0,806.0,523.0,43.0,"Comedy,Crime,Drama","Will Smith, Margot Robbie, Rodrigo Santoro, Adrian Martinez",2015,53.85,105,6.6,166489
This Means War,PG-13,65000000.0,54758461.0,6.3,3.0,241.0,147641,238.0,18000,29808,27000.0,1000.0,520.0,368.0,"Action,Comedy,Romance","Reese Witherspoon, Chris Pine, Tom Hardy, Til Schweiger",2012,54.76,103,6.3,154400
Resident Evil: Retribution,R,65000000.0,42345531.0,5.4,0.0,239.0,104831,423.0,32000,17913,14000.0,1000.0,974.0,545.0,"Action,Horror,Sci-Fi","Milla Jovovich, Sienna Guillory, Michelle Rodriguez, Aryana Engineer",2012,42.35,96,5.4,114144
Death Race,R,45000000.0,36064910.0,6.4,4.0,230.0,166610,211.0,0,28643,26000.0,872.0,805.0,545.0,"Action,Sci-Fi,Thriller","Jason Statham, Joan Allen, Tyrese Gibson, Ian McShane",2008,36.06,105,6.4,173731
Sin City: A Dame to Kill For,R,65000000.0,13750556.0,6.5,3.0,339.0,111102,239.0,32000,49433,23000.0,13000.0,6000.0,436.0,"Action,Crime,Thriller","Mickey Rourke, Jessica Alba, Josh Brolin, Joseph Gordon-Levitt",2014,13.75,102,6.5,122185
Everest,PG-13,55000000.0,43247140.0,7.1,0.0,361.0,134625,265.0,40000,2131,963.0,580.0,221.0,175.0,"Action,Adventure,Drama","Jason Clarke, Ang Phula Sherpa, Thomas M. Wright, Martin Henderson",2015,43.25,121,7.1,154647
Perfume: The Story of a Murderer,R,50000000.0,2208939.0,7.5,0.0,226.0,190490,482.0,26000,253,177.0,27.0,16.0,670.0,"Crime,Drama,Fantasy","Ben Whishaw, Dustin Hoffman, Alan Rickman,Francesc Albiol",2006,2.21,147,7.5,199387
The Hateful Eight,R,44000000.0,54116191.0,7.9,1.0,596.0,272839,1018.0,114000,49912,46000.0,1000.0,1000.0,16000.0,"Crime,Drama,Mystery","Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins",2015,54.12,187,7.8,341170
300,R,65000000.0,210592590.0,7.7,0.0,460.0,607235,2073.0,13000,32360,18000.0,13000.0,447.0,0.0,"Action,Fantasy,War","Gerard Butler, Lena Headey, David Wenham, Dominic West",2006,210.59,117,7.7,637104
Gone Girl,R,61000000.0,167735396.0,8.1,0.0,568.0,569841,1127.0,146000,4348,835.0,812.0,625.0,21000.0,"Crime,Drama,Mystery","Ben Affleck, Rosamund Pike, Neil Patrick Harris,Tyler Perry",2014,167.74,149,8.1,636243
Couples Retreat,PG-13,60000000.0,109176215.0,5.5,6.0,166.0,83506,144.0,0,8172,4000.0,722.0,721.0,0.0,Comedy,"Vince Vaughn, Malin Akerman, Jon Favreau, Jason Bateman",2009,109.18,113,5.5,86417
RED,PG-13,58000000.0,90356857.0,7.1,4.0,315.0,238916,328.0,32000,24928,13000.0,11000.0,357.0,124.0,"Action,Comedy,Crime","Bruce Willis, Helen Mirren, Morgan Freeman,Mary-Louise Parker",2010,90.36,111,7.1,250012
Jack Reacher,PG-13,60000000.0,80033643.0,7.0,2.0,387.0,226570,448.0,38000,16385,10000.0,3000.0,1000.0,188.0,"Action,Crime,Mystery","Tom Cruise, Rosamund Pike, Richard Jenkins, Werner Herzog",2012,58.68,130,7.0,250811
Jack Reacher,PG-13,60000000.0,80033643.0,7.0,2.0,387.0,226583,448.0,38000,16385,10000.0,3000.0,1000.0,188.0,"Action,Crime,Mystery","Tom Cruise, Rosamund Pike, Richard Jenkins, Werner Herzog",2012,58.68,130,7.0,250811
Contagion,PG-13,60000000.0,75638743.0,6.6,4.0,436.0,180479,411.0,42000,13634,13000.0,240.0,175.0,0.0,"Drama,Thriller","Matt Damon, Kate Winslet, Jude Law, Gwyneth Paltrow",2011,75.64,106,6.6,187004
Coraline,PG,60000000.0,75280058.0,7.7,1.0,310.0,143121,279.0,10000,647,309.0,229.0,57.0,253.0,"Animation,Family,Fantasy","Dakota Fanning, Teri Hatcher, John Hodgman, Jennifer Saunders",2009,75.28,100,7.7,156620
The Happening,R,48000000.0,64505912.0,5.0,0.0,323.0,163130,1264.0,6000,13654,11000.0,946.0,751.0,0.0,"Sci-Fi,Thriller","Mark Wahlberg, Zooey Deschanel, John Leguizamo, Ashlyn Sanchez",2008,64.51,91,5.0,170897
Jack Ryan: Shadow Recruit,PG-13,60000000.0,50549107.0,6.2,3.0,313.0,99035,289.0,17000,1411,539.0,394.0,288.0,0.0,"Action,Drama,Thriller","Chris Pine, Kevin Costner, Keira Knightley,Kenneth Branagh",2014,50.55,105,6.2,103681
Joy,PG-13,60000000.0,56443482.0,6.6,3.0,315.0,75329,256.0,24000,75793,34000.0,22000.0,14000.0,737.0,Drama,"Jennifer Lawrence, Robert De Niro, Bradley Cooper, Edgar Ramírez",2015,56.44,124,6.6,97679
London Has Fallen,R,60000000.0,62401264.0,5.9,3.0,225.0,69484,323.0,28000,20276,18000.0,992.0,864.0,24.0,"Action,Crime,Drama","Gerard Butler, Aaron Eckhart, Morgan Freeman,Angela Bassett",2016,62.4,99,5.9,100702
Shooter,R,61000000.0,46975183.0,7.2,0.0,198.0,256213,338.0,0,1640,650.0,467.0,295.0,845.0,"Action,Crime,Drama","Mark Wahlberg, Michael Peña, Rhona Mitra, Danny Glover",2007,46.98,124,7.2,267820
The Lego Movie,PG,60000000.0,257756197.0,7.8,0.0,435.0,246698,471.0,64000,22128,11000.0,8000.0,2000.0,97.0,"Animation,Action,Adventure","Chris Pratt, Will Ferrell, Elizabeth Banks, Will Arnett",2014,257.76,100,7.8,266508
Gangster Squad,R,60000000.0,45996718.0,6.7,3.0,415.0,173530,264.0,40000,34738,33000.0,301.0,300.0,181.0,"Action,Crime,Drama","Sean Penn, Ryan Gosling, Emma Stone, Giovanni Ribisi",2013,46.0,113,6.7,181432
The Mortal Instruments: City of Bones,PG-13,60000000.0,31165421.0,6.0,3.0,212.0,107028,457.0,44000,10247,5000.0,2000.0,1000.0,91.0,"Action,Fantasy,Horror","Lily Collins, Jamie Campbell Bower, Robert Sheehan,Jemima West",2013,31.17,130,5.9,112313
Deadpool,R,58000000.0,363024263.0,8.1,0.0,579.0,479047,1058.0,117000,18239,16000.0,805.0,361.0,84.0,"Action,Adventure,Comedy","Ryan Reynolds, Morena Baccarin, T.J. Miller, Ed Skrein",2016,363.02,108,8.0,627797
American Sniper,R,58800000.0,350123553.0,7.3,0.0,490.0,325264,916.0,112000,16277,14000.0,962.0,318.0,16000.0,"Action,Biography,Drama","Bradley Cooper, Sienna Miller, Kyle Gallner, Cole Konis",2014,350.12,133,7.3,353305
Goosebumps,PG,58000000.0,80021740.0,6.4,4.0,218.0,47968,154.0,35000,5497,2000.0,1000.0,543.0,11.0,"Adventure,Comedy,Family","Jack Black, Dylan Minnette, Odeya Rush, Ryan Lee",2015,80.02,103,6.3,57602
Goosebumps,PG,58000000.0,80021740.0,6.4,4.0,218.0,47988,154.0,35000,5497,2000.0,1000.0,543.0,11.0,"Adventure,Comedy,Family","Jack Black, Dylan Minnette, Odeya Rush, Ryan Lee",2015,80.02,103,6.3,57602
The Internship,PG-13,58000000.0,44665963.0,6.3,2.0,246.0,159931,281.0,22000,5081,1000.0,847.0,839.0,189.0,Comedy,"Vince Vaughn, Owen Wilson, Rose Byrne, Aasif Mandvi",2013,44.67,119,6.3,166342
Resident Evil: Afterlife,R,60000000.0,60128566.0,5.9,1.0,253.0,131447,410.0,19000,16098,14000.0,1000.0,529.0,545.0,"Action,Adventure,Horror","Milla Jovovich, Ali Larter, Wentworth Miller,Kim Coates",2010,60.13,97,5.9,140900
Captain Phillips,PG-13,55000000.0,107100855.0,7.9,0.0,491.0,323353,527.0,65000,16281,15000.0,535.0,186.0,521.0,"Biography,Drama,Thriller","Tom Hanks, Barkhad Abdi, Barkhad Abdirahman,Catherine Keener",2013,107.1,134,7.8,346154
The Equalizer,R,55000000.0,101530738.0,7.2,0.0,292.0,229574,436.0,56000,37605,18000.0,17000.0,683.0,845.0,"Action,Crime,Thriller","Denzel Washington, Marton Csokas, Chloë Grace Moretz, David Harbour",2014,101.53,132,7.2,249425
The Pursuit of Happyness,PG-13,55000000.0,162586036.0,8.0,0.0,201.0,338383,611.0,32000,11036,10000.0,617.0,168.0,125.0,"Biography,Drama","Will Smith, Thandie Newton, Jaden Smith, Brian Howe",2006,162.59,117,8.0,361105
Changeling,R,55000000.0,35707327.0,7.8,0.0,264.0,199056,387.0,14000,12840,11000.0,963.0,539.0,16000.0,"Biography,Drama,Mystery","Angelina Jolie, Colm Feore, Amy Ryan, Gattlin Griffith",2008,35.71,141,7.8,206793
Seven Pounds,PG-13,55000000.0,69951824.0,7.7,1.0,202.0,232710,599.0,26000,14727,10000.0,3000.0,835.0,125.0,"Drama,Romance","Will Smith, Rosario Dawson, Woody Harrelson,Michael Ealy",2008,69.95,123,7.7,245144
Black Mass,R,53000000.0,62563543.0,7.0,7.0,391.0,115216,289.0,44000,63769,40000.0,19000.0,3000.0,108.0,"Biography,Crime,Drama","Johnny Depp, Benedict Cumberbatch, Dakota Johnson, Joel Edgerton",2015,62.56,123,6.9,135706
Law Abiding Citizen,R,50000000.0,73343413.0,7.4,0.0,216.0,217480,429.0,21000,22517,18000.0,1000.0,963.0,473.0,"Crime,Drama,Thriller","Gerard Butler, Jamie Foxx, Leslie Bibb, Colm Meaney",2009,73.34,109,7.4,228339
Grindhouse,R,53000000.0,25031037.0,7.6,0.0,250.0,155496,532.0,0,22186,16000.0,3000.0,1000.0,0.0,"Action,Horror,Thriller","Kurt Russell, Rose McGowan, Danny Trejo, Zoë Bell",2007,25.03,191,7.6,160350
Zero Dark Thirty,R,40000000.0,95720716.0,7.4,0.0,558.0,216032,640.0,39000,2759,1000.0,1000.0,304.0,0.0,"Drama,History,Thriller","Jessica Chastain, Joel Edgerton, Chris Pratt, Mark Strong",2012,95.72,157,7.4,226661
The Break-Up,PG-13,52000000.0,118683135.0,5.8,1.0,183.0,102167,483.0,0,8315,4000.0,957.0,931.0,235.0,"Comedy,Drama,Romance","Jennifer Aniston, Vince Vaughn, Jon Favreau, Joey Lauren Adams",2006,118.68,106,5.8,106381
Mamma Mia!,PG-13,52000000.0,143704210.0,6.3,1.0,238.0,145974,611.0,10000,26002,14000.0,11000.0,838.0,58.0,"Comedy,Family,Musical","Meryl Streep, Pierce Brosnan, Amanda Seyfried,Stellan Skarsgård",2008,143.7,108,6.4,153481
The Adjustment Bureau,PG-13,50200000.0,62453315.0,7.1,2.0,413.0,200035,407.0,36000,14607,13000.0,963.0,593.0,53.0,"Romance,Sci-Fi,Thriller","Matt Damon, Emily Blunt, Lisa Thoreson, Florence Kastriner",2011,62.45,106,7.1,208632
Ted,R,50000000.0,218628680.0,7.0,1.0,457.0,471644,623.0,74000,21773,15000.0,3000.0,1000.0,3000.0,"Comedy,Fantasy","Mark Wahlberg, Mila Kunis, Seth MacFarlane, Joel McHale",2012,218.63,106,7.0,494641
Super 8,PG-13,50000000.0,126975169.0,7.1,0.0,539.0,287822,849.0,37000,3388,1000.0,560.0,417.0,14000.0,"Mystery,Sci-Fi,Thriller","Elle Fanning, AJ Michalka, Kyle Chandler, Joel Courtney",2011,126.98,112,7.1,298913
22 Jump Street,R,50000000.0,191616238.0,7.1,2.0,330.0,258186,322.0,24000,19428,17000.0,920.0,584.0,97.0,"Action,Comedy,Crime","Channing Tatum, Jonah Hill, Ice Cube,Nick Offerman",2014,191.62,112,7.1,280110
Central Intelligence,PG-13,50000000.0,126088877.0,6.6,2.0,177.0,33354,110.0,10000,14569,12000.0,919.0,569.0,43.0,"Action,Comedy,Crime","Dwayne Johnson, Kevin Hart, Danielle Nicolet, Amy Ryan",2016,127.38,107,6.3,97082
